-1,0.00149925
-0.99,0.127436
-0.98,0.181409
-0.97,0.221389
-0.96,0.257371
-0.95,0.287356
-0.94,0.315342
-0.93,0.341329
-0.92,0.365317
-0.91,0.387306
-0.9,0.409295
-0.89,0.431284
-0.88,0.451274
-0.87,0.469265
-0.86,0.489255
-0.85,0.507246
-0.84,0.523238
-0.83,0.541229
-0.82,0.557221
-0.81,0.575212
-0.8,0.591204
-0.79,0.607196
-0.78,0.621189
-0.77,0.637181
-0.76,0.651174
-0.75,0.667166
-0.74,0.681159
-0.73,0.695152
-0.72,0.709145
-0.71,0.725137
-0.7,0.73913
-0.69,0.751124
-0.68,0.765117
-0.67,0.77911
-0.66,0.793103
-0.65,0.807096
-0.64,0.81909
-0.63,0.833083
-0.62,0.845077
-0.61,0.85907
-0.6,0.871064
-0.59,0.885057
-0.58,0.897051
-0.57,0.911044
-0.56,0.923038
-0.55,0.937031
-0.54,0.949025
-0.53,0.961019
-0.52,0.975012
-0.51,0.987006
-0.5,1
-0.49,1
-0.48,1
-0.47,1
-0.46,1
-0.45,1
-0.44,1
-0.43,1
-0.42,1
-0.41,1
-0.4,1
-0.39,1
-0.38,1
-0.37,1
-0.36,1
-0.35,1
-0.34,1
-0.33,1
-0.32,1
-0.31,1
-0.3,1
-0.29,1
-0.28,1
-0.27,1
-0.26,1
-0.25,1
-0.24,1
-0.23,1
-0.22,1
-0.21,1
-0.2,1
-0.19,1
-0.18,1
-0.17,1
-0.16,1
-0.15,1
-0.14,1
-0.13,1
-0.12,1
-0.11,1
-0.1,1
-0.09,1
-0.08,1
-0.07,1
-0.06,1
-0.05,1
-0.04,1
-0.03,1
-0.02,1
-0.01,1
